ItemNumber	Description	Manufacturer	Category	ImageURL	PDFURL	ProductURL	Tags
2727N33	Nonslip Unthreaded Bumper, Smooth, Unthreaded Hole, 2-1/2" Long, 5/8" Wide, 1/2" High	McMaster-Carr	Hardware	https://ryedesign.github.io/spare-parts-assets/mcmc_2727N33_ns-unthread-bumper.png	https://ryedesign.github.io/spare-parts-assets/mcmc_2727N33_ns-unthread-bumper.pdf		hardware, mcmaster, mcmaster-carr
4556T82	Mounting Brackets For 1.4" High x 2.1" Wide Snap-Together Cable And Hose Carrier	McMaster-Carr	Hardware	https://ryedesign.github.io/spare-parts-assets/mcmc_4556T82_mounting-brkt.png	https://ryedesign.github.io/spare-parts-assets/mcmc_4556T82_mounting-brkt.pdf		bracket, hardware, mcmaster, mcmaster-carr, mounting
6111K158	Swivel Leveling Mount, Nickel-Plated Steel With 4" Long 7/8"-9 Threaded Stud	McMaster-Carr	Hardware	https://ryedesign.github.io/spare-parts-assets/mcmc_6111K158_swivel-level-mnt.png	https://ryedesign.github.io/spare-parts-assets/mcmc_6111K158_swivel-level-mnt.pdf		bracket, hardware, mcmaster, mcmaster-carr, mounting
6318K63	Threaded Track Roller, Hex Stud End Drive, 2-1/2" Diameter x 1-1/4" Wide Roller	McMaster-Carr	Hardware	https://ryedesign.github.io/spare-parts-assets/mcmc_6318K63_threaded-track-roller.png	https://ryedesign.github.io/spare-parts-assets/mcmc_6318K63_threaded-track-roller.pdf		hardware, mcmaster, mcmaster-carr
6675K13	High-Speed Flange-Mounted Linear Sleeve Bearing For 1" Shaft Diameter	McMaster-Carr	Hardware	https://ryedesign.github.io/spare-parts-assets/mcmc_6675K13_lin-slv-bearing.png	https://ryedesign.github.io/spare-parts-assets/mcmc_6675K13_lin-slv-bearing.pdf		bearing, bracket, hardware, linear motion, mcmaster, mcmaster-carr, mounting, rail, shaft
6061K216	Linear Motion Shaft, 1566 Carbon Steel, 1" Diameter, 84" Long	McMaster-Carr	Hardware	https://ryedesign.github.io/spare-parts-assets/mcmc_6061K216_lin-motion-shaft.png	https://ryedesign.github.io/spare-parts-assets/mcmc_6061K216_lin-motion-shaft.pdf		bearing, hardware, linear motion, mcmaster, mcmaster-carr, rail, shaft
6435K77	Clamping Shaft Collar For 3" Diameter, Black-Oxide 1215 Carbon Steel	McMaster-Carr	Hardware	https://ryedesign.github.io/spare-parts-assets/mcmc_6435K77_clmp-shaft-collar.png	https://ryedesign.github.io/spare-parts-assets/mcmc_6435K77_clmp-shaft-collar.pdf		bearing, bracket, hardware, linear motion, mcmaster, mcmaster-carr, mounting, rail, shaft
8130K172	Raceway, 4" Wide x 4" Deep, 10 Feet Long	McMaster-Carr	Electrical	https://ryedesign.github.io/spare-parts-assets/mcmc_8130K172_10ft-raceway.png	https://ryedesign.github.io/spare-parts-assets/mcmc_8130K172_10ft-raceway.pdf		electrical, hardware, mcmaster, mcmaster-carr
8130K21	4" Wide x 4" Deep 90 Degree Elbow For Raceway	McMaster-Carr	Electrical	https://ryedesign.github.io/spare-parts-assets/mcmc_8130K21_4x4-90-deg-elbow-raceway.png	https://ryedesign.github.io/spare-parts-assets/mcmc_8130K21_4x4-90-deg-elbow-raceway.pdf		electrical, hardware, mcmaster, mcmaster-carr
1582T7	Angle Rail For V-Groove Track Rollers, Steel, Rockwell C53, 1-1/16" High x 7/16" Wide Overall, 1' Long	McMaster-Carr	Hardware	https://ryedesign.github.io/spare-parts-assets/mcmc_1582T7_angle-rail.png			bearing, hardware, linear motion, mcmaster, mcmaster-carr, rail, shaft
6511K511	Low-Carbon Steel Bar With Rounded Edges, 1/8" Thick, 2" Wide, 1 Foot Long	McMaster-Carr	Hardware	https://ryedesign.github.io/spare-parts-assets/mcmc_6511K511_steel-bar-.12x2x12inches.png			hardware, mcmaster, mcmaster-carr
022160B	i-CUBE 100L Universal robot sensor	Servo-Robot	Sensors	https://ryedesign.github.io/spare-parts-assets/servo-robot_022160b_i-cube-100l-universal-robot-sensor.png			sensors, servo-robot
J2P0305	Robot Operations	Fanuc	Training	https://ryedesign.github.io/spare-parts-assets/fanuc_j2p0305_robot-operations.png	https://ryedesign.github.io/spare-parts-assets/fanuc_j2p0305_robot-operations.pdf		class, education, fanuc, programming, r-30ib, r30ib, robot controller, training
J2P0310	HandlingTool Operations and Programming	Fanuc	Training	https://ryedesign.github.io/spare-parts-assets/fanuc_j2p0310_handling-tool-operations-and-programming.png	https://ryedesign.github.io/spare-parts-assets/fanuc_j2p0310_handling-tool-operations-and-programming.pdf		class, education, fanuc, programming, r-30ib, r30ib, robot controller, training
J2P0410-5	ArcTool Operations and Programming	Fanuc	Training	https://ryedesign.github.io/spare-parts-assets/fanuc_j2p0410-5_arctool-operations-and-programming.png	https://ryedesign.github.io/spare-parts-assets/fanuc_j2p0410-5_arctool-operations-and-programming.pdf		class, education, fanuc, programming, r-30ib, r30ib, robot controller, training
iRVision-2DR30iBPLUS	iRVision Operation and Programming	Fanuc	Training	https://ryedesign.github.io/spare-parts-assets/fanuc_irvision-2dr30ibplus_irvision-operation-and-programming.png	https://ryedesign.github.io/spare-parts-assets/fanuc_irvision-2dr30ibplus_irvision-operation-and-programming.pdf		class, education, fanuc, fanuc vision, irvision, programming, r-30ib, r30ib, robot controller, robot vision, training, vision
ADVTPP	Advanced TP Programming	Fanuc	Training	https://ryedesign.github.io/spare-parts-assets/fanuc_advtpp_advanced-tp-programming.png	https://ryedesign.github.io/spare-parts-assets/fanuc_advtpp_advanced-tp-programming.pdf		class, education, fanuc, programming, r-30ib, r30ib, robot controller, training
